index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,icd3,umap_x,umap_y
732,L51 Erythema multiforme,285.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.083591975,0.18987446,-0.21346886,-0.15414965,0.063011795,0.13060656,-0.18717329,-0.15752201,-0.16341357,-0.112486094,0.18593295,-0.09785753,0.16177717,0.322648,0.15061054,-0.008487729,0.14535154,-0.14874919,0.27329507,0.082637005,0.23307098,-0.19017768,-0.3795555,0.14673273,0.117457666,0.23641358,0.10754969,-0.09962819,0.20088227,0.17170145,0.19516775,0.09496776,0.15359695,0.2519394,-0.14553355,-0.15648071,0.19460556,-0.07473785,0.13802174,-0.19414224,0.056914546,0.11790615,-0.15439409,0.22880183,-0.2015581,0.20456578,-0.17007673,-0.027917897,-0.1686179,0.17260562,0.16402696,0.023018755,-0.13470943,0.11673287,0.03552324,0.115654305,-0.19055112,-0.18505248,-0.16169359,-0.12795411,0.0020162428,-0.23389655,0.09768707,-0.041449457,0.12260984,-0.18862689,0.1726162,-0.15069479,0.07602036,-0.12949272,-0.07955745,0.0023877115,0.16208905,-0.13102314,-0.29776612,0.25005573,-0.097213104,-0.1200236,-0.079184406,-0.008808695,-0.1511318,-0.17547259,0.12824222,-0.21617833,0.11254479,0.15962802,-0.061293487,0.013209463,0.28685048,-0.10766543,-0.118251435,-0.08755198,-0.047953136,0.10092462,0.12538655,0.28144252,-0.16299963,-0.07190135,0.1513824,-0.20971775,-0.20738727,0.15572865,-0.16305134,-0.23626529,0.1197771,0.18435258,-0.17422137,0.18596753,-0.34224054,0.16320156,0.07848174,0.19538468,-0.11475446,-0.15069662,0.18453482,0.10403132,-0.0938358,0.16258287,0.09002989,0.20364875,L51,-2.227794,-1.0666575
733,L52 Erythema nodosum,234.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.2689841,0.20435183,-0.09310347,-0.16985372,0.28236887,0.23398337,-0.04633792,-0.1339547,-0.09662806,-0.10421095,0.02023076,-0.1977473,0.2106596,0.37619203,0.21349864,0.13205044,0.17295158,-0.18295322,0.31134844,0.12139707,0.10695158,-0.13390388,-0.34555113,0.0890681,0.17122084,0.19017021,0.19632334,-0.16703363,0.13681847,0.39019093,0.12366777,0.10618858,0.076354064,-0.04231215,-0.11437319,-0.2644532,0.12725753,-0.10992121,0.13317673,-0.18223698,0.117170304,0.13632944,-0.12245298,0.13541065,-0.03899734,0.03143887,-0.10521447,-0.21479966,-0.17881297,-0.039329857,0.13908052,-0.34866494,-0.1371326,0.23719746,0.12353782,0.16986202,0.018097932,-0.11253892,-0.25462434,-0.18721032,0.15675074,-0.18629125,-0.025363157,0.23605846,0.18388952,0.050140686,0.17423108,-0.16778621,0.24987905,-0.1542072,-0.21026623,-0.04235465,0.025890198,-0.17043215,-0.16384111,0.05375205,0.001085601,-0.15358531,-0.22060119,-0.018618427,-0.12477115,-0.095077984,0.15070204,-0.11760009,-0.04184594,0.19516282,-0.14693506,0.0681279,0.059109326,-0.21647598,-0.1031035,-0.1129182,-0.02280612,0.20951094,0.09522837,0.19054143,-0.19241652,-0.28161213,0.016533244,-0.105984405,-0.06265476,0.08868566,-0.23595351,-0.094306044,0.16199715,0.0073643685,-0.16636196,0.15038629,-0.09889935,0.3192349,0.22872706,0.124649644,-0.1820116,-0.16977806,0.065758824,0.15476942,-0.24180155,0.1401299,0.14512978,0.20552771,L52,-3.9596848,3.6424608
734,L53 Other erythematous conditions,1267.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.25407535,0.13609487,-0.07044848,-0.073559,0.20135933,0.09876363,-0.053643517,-0.09124101,-0.15566485,-0.03209384,0.05740834,-0.020290518,0.12657584,0.3100589,0.18636893,0.2145847,0.12535895,-0.21875301,0.2055245,0.09405188,0.07608852,-0.15257864,-0.022976296,0.18791972,0.03429606,0.08432933,0.15523171,-0.08450055,0.12303794,0.2245341,0.15793775,0.1172745,0.18846503,0.26459947,-0.09785577,-0.11685859,0.19639459,-0.16171458,0.014976591,-0.14413096,0.055420607,0.058253445,-0.13242596,0.16162135,-0.1423819,0.09646259,-0.13098954,-0.14533226,-0.12894784,0.08916124,0.067005105,-0.28801718,-0.1575123,0.090446934,0.10249917,0.13063118,-0.051129166,-0.36717686,-0.16081369,-0.1227035,0.28372315,-0.20097294,0.2190414,0.061504878,0.19196036,-0.12961681,0.13217467,-0.19194384,0.10995049,-0.16318338,-0.11056516,-0.08238453,0.11616767,-0.13888104,-0.13742295,0.20731711,-0.09515319,-0.106047,-0.13655838,-0.015012571,-0.30708516,-0.2966707,0.06525503,-0.22115375,0.16570458,0.13116711,-0.07195321,0.23575255,0.16630642,-0.13640471,-0.1319498,-0.15387878,-0.023196973,0.14704297,0.2243138,0.14720052,-0.1818735,-0.060001023,0.1295643,-0.0391832,-0.17376977,0.11590305,-0.2044596,-0.14126356,0.122896016,0.05904541,-0.11540775,0.2500566,-0.23107868,0.19470407,0.059740357,0.07304305,-0.10634721,-0.121939145,0.15842594,0.08124022,-0.18033172,0.19462161,0.04800145,0.09043031,L53,0.13018554,-2.5520215
735,L54 Erythema in diseases classified elsewhere,2.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.20038629,0.35213634,-0.14706701,-0.25671342,0.202414,0.2455901,-0.1575093,-0.2322361,-0.20347583,-0.2057617,0.1711796,-0.15264289,0.30938458,0.14486052,0.25369766,0.15571451,0.24168481,-0.3166549,0.13403437,0.1767998,0.14431089,-0.16457015,-0.11817609,0.16968627,0.13800864,0.087787345,0.2664341,-0.19127283,0.21654496,0.16885644,0.15800665,0.19118112,0.14325942,0.13355845,-0.16670622,-0.2194493,0.18342812,-0.1358224,0.19811606,-0.22615254,0.14173889,0.20177484,-0.2320449,0.17650667,-0.1668637,0.18848778,-0.24689181,-0.16117764,-0.18582718,0.13517328,0.2006755,-0.08906616,-0.30608773,0.22438882,0.18169966,0.21381202,-0.09424623,-0.17693524,-0.22959654,-0.24632041,0.16295469,-0.19339469,0.12901735,0.18007568,0.3037112,-0.17729944,0.29601368,-0.29146433,0.25354493,-0.23134436,-0.25162458,-0.13177522,0.21095118,-0.24260825,-0.13961998,0.17459497,-0.15128903,-0.24729562,-0.16128364,-0.17492473,-0.19097112,-0.14414586,0.21554276,-0.16849904,0.18836339,0.24281676,-0.21194334,0.17020845,0.18997015,-0.181645,-0.20885324,-0.17982665,-0.13055532,0.19352722,0.1807065,0.22187947,-0.26702946,-0.18413205,0.12842901,-0.21484493,-0.16467258,0.17910483,-0.33278897,-0.20273305,0.22436196,0.120403744,-0.18255778,0.16642615,-0.14266342,0.44803232,0.25300637,0.2586656,-0.21017385,-0.21988524,0.15438844,0.24363303,-0.2488854,0.28107455,0.1750996,0.23306243,L54,1.2737304,3.2275248
736,L55 Sunburn,324.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.1053622,0.16344821,-0.21233845,-0.14644131,0.20802817,0.1463642,-0.0018038453,-0.13711531,-0.16900101,-0.02435969,0.100334294,-0.07980362,0.15548843,0.38804707,0.17512302,0.119656235,0.31407157,-0.164704,0.58369,0.15721902,0.13831934,-0.06385326,-0.49075454,0.21173443,0.30782014,0.37233207,0.108636044,-0.2762684,0.19872001,0.45020267,0.32620886,0.069016576,0.102611765,0.10460336,-0.23301697,-0.10986307,0.03901817,-0.0427931,0.15021598,-0.14458615,0.12622036,0.09834925,-0.21113999,0.21084622,-0.29219553,0.14248069,-0.13205902,-0.43733194,-0.13689595,0.13241285,0.08907436,-0.0379249,-0.18175656,0.18202554,0.09170641,0.26617116,-0.26538396,-0.15570977,-0.15601397,-0.14408216,0.13054618,-0.1386243,0.102517486,0.11220912,0.14346696,-0.17614919,0.13422215,-0.13029085,0.2003767,-0.13297811,-0.17161664,-0.015126645,0.011952018,-0.12750591,-0.5739973,0.2069875,-0.16715242,-0.18425047,-0.15877494,-0.04364779,-0.11759176,-0.19791271,0.09829798,-0.2233749,0.06032064,0.21592113,-0.0888867,0.079037786,0.09346121,-0.20901084,-0.11441275,-0.17090628,-0.16054857,0.18551785,0.14835984,0.1543734,-0.13176207,-0.1319501,0.12969685,-0.17446983,-0.14529118,0.071027,-0.17412756,-0.108908996,0.25238428,0.17054754,-0.15343662,0.055360526,-0.43661803,0.09882351,0.14090674,0.20688656,-0.23229878,-0.1528604,0.16668698,0.16551082,-0.17658757,0.10272383,0.26049936,0.07289105,L55,-3.3714323,0.14274788
737,L56 Other acute skin changes due to ultraviolet radiation,510.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.17750476,0.15823127,-0.24983792,-0.12318546,0.010827643,0.084525466,-0.11382559,-0.14786379,-0.042663783,-0.1046441,0.23305856,-0.058114808,0.15092236,0.4399705,0.1846231,0.34376916,0.23442902,-0.19774835,0.32303727,0.15197185,0.13128924,-0.18129645,-0.084745914,0.23042372,0.20229256,0.21135192,0.1735662,-0.08944423,0.16634913,0.049981836,0.0856405,0.15989545,0.08540706,0.18347979,-0.26830333,-0.06661353,0.1632981,-0.015112968,0.12277805,-0.12735295,0.08788192,0.05730676,-0.15129675,0.2475234,-0.19446483,0.09011755,-0.15492266,-0.34325072,-0.1202708,0.22010429,0.12845047,-0.18704218,-0.17404792,0.17215808,0.071687795,0.16725983,-0.011223549,-0.32842547,-0.112538934,-0.16441591,0.13385685,-0.050709013,0.17723686,0.094965816,0.21138053,-0.27354407,0.11742309,-0.14622101,0.1204892,-0.13736673,-0.122893915,-0.2102059,0.08802296,-0.12703809,-0.30353028,0.09975118,-0.07942422,-0.13146769,-0.130053,-0.0045762896,-0.21779685,-0.4026852,0.15251334,-0.10226437,0.062424224,0.16281004,-0.17615831,0.144937,0.06540483,-0.12867287,-0.23918818,-0.18526521,0.009630269,0.15853092,0.11093245,0.124868326,-0.12546562,-0.13445795,0.1847358,-0.102988854,-0.11600082,0.19030488,-0.19036037,-0.059775554,0.06602007,0.0913255,-0.04423819,0.19416903,-0.06443859,0.048350576,0.06561488,0.12004259,-0.14288141,-0.17334267,0.059153307,0.030740734,-0.19181396,0.1261015,0.3368747,0.054721396,L56,-2.420324,-0.077916145
738,L57 Skin changes due to chronic exposure to nonionising radiation,16290.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.13375689,0.10323756,-0.0710642,-0.08037882,0.027108595,0.05606174,-0.08647667,-0.067097366,-0.21427204,-0.06553905,0.21258372,-0.043086957,0.036574297,0.17348976,0.09297153,0.4057013,0.11367406,-0.14914277,0.42241347,0.088001505,0.32338357,-0.09429275,-0.18642157,0.32431832,0.29208314,0.4302251,0.10348546,-0.11196865,0.042941976,0.14995876,0.2827001,0.101400346,0.0229984,0.19559707,-0.12761864,-0.08558307,0.07493526,0.003561877,-0.0017346777,-0.096647106,-0.08829826,0.084178016,-0.089358255,0.23641416,-0.28902796,0.016028967,-0.09639976,-0.21736826,-0.1010698,0.18235666,0.04993716,-0.105173625,-0.1224007,0.08660575,0.08071225,0.07919202,-0.2875647,-0.24319023,-0.054000124,-0.16834475,0.06634575,-0.05441112,0.24172375,0.13141264,0.20963565,-0.15600805,0.10522815,-0.15245071,0.082947806,-0.0951122,-0.09579595,-0.1627239,0.09945668,-0.11909507,-0.06440983,0.116542466,-0.10097952,-0.082041405,-0.060797434,-0.2369639,-0.1027808,-0.33653152,0.071197495,-0.10485866,0.0861375,0.109425575,-0.13161507,0.21315575,0.076594144,-0.18660808,-0.17927314,-0.12936883,0.082593456,0.0238341,0.16671337,0.049526222,-0.11116459,-0.07380894,0.2805486,-0.01725896,-0.061615165,0.107026495,-0.12445165,-0.060000908,0.056185406,0.029752985,-0.08170677,0.06663821,-0.18352082,0.07570746,0.094519496,0.008279885,-0.15802108,-0.11682746,0.079717584,0.08961799,-0.1634182,0.055603452,0.24157535,0.034932394,L57,-3.2437286,-0.6117501
739,L58 Radiodermatitis,21.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.48255786,0.19915548,-0.050923474,-0.17457868,0.17982942,0.2013747,-0.3154667,-0.15089175,-0.2640615,-0.2797108,0.051749885,-0.30946955,0.2811947,0.24947095,0.077227145,0.08855155,0.12074013,-0.23907395,-0.032066155,0.036802758,0.32588774,-0.097056456,-0.14608276,0.22775215,0.03518374,0.012214646,0.1887068,-0.10332279,0.13115075,0.3751226,0.07665909,0.08080897,0.2392463,0.27056578,-0.13987318,-0.23648924,0.30782533,-0.37787226,0.114823215,-0.15424515,0.43940824,0.13647906,-0.13104911,0.05651339,-0.0996861,0.24546865,-0.22198534,-0.08086829,-0.14618182,0.07561227,0.1906219,-0.1881467,-0.18188983,0.26538768,0.23224078,0.044671364,-0.29405576,-0.28815168,-0.12140898,-0.11678847,0.41155255,-0.22629076,0.16680896,0.15028456,0.17789797,-0.038554,0.18170255,-0.33001077,0.113251664,-0.18671127,-0.19144985,-0.015149521,0.4050961,-0.19737987,-0.044473093,0.36904457,-0.08223984,-0.10394817,-0.14737554,-0.30582434,-0.31665722,-0.060488317,0.111852095,-0.3763355,0.16130444,0.18998948,-0.11412738,0.24054298,0.31372678,-0.44018188,-0.13682267,-0.33418173,-0.36875674,0.19294888,0.4578981,0.2882776,-0.32584888,-0.1107227,0.093526565,-0.13262326,-0.26147023,0.16809957,-0.18455862,-0.48564294,0.11430312,0.06155499,-0.31938395,0.3051516,-0.35697052,0.5384252,0.12488978,0.14016414,-0.1036356,-0.13136572,0.3586799,0.29224,-0.0733637,0.22525604,0.040815674,0.56211776,L58,1.0061541,-2.1981444
740,L59 Other disorders of skin and subcutaneous tissue related to radiation,67.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.11089623,0.14283267,-0.09445957,-0.18209198,0.08020444,0.09235526,-0.15558492,-0.15407096,-0.19793387,-0.15983674,0.34422243,-0.27114058,0.18062383,0.09542899,0.15770401,0.4066752,0.16657373,-0.233325,0.19099116,0.15451698,0.21004292,-0.29881862,0.008108911,0.17633368,0.30352005,0.20117183,0.18232112,-0.24554035,0.15721847,-0.0026650664,0.36936218,0.389627,0.13637623,0.05972246,-0.108859256,-0.1090589,0.15536807,-0.14186735,0.23477319,-0.11352986,0.040465593,0.14433946,-0.21520174,0.14184353,-0.31872088,0.1483233,-0.17780696,-0.37002218,-0.1469871,0.12331815,0.20151266,-0.07535259,-0.24107301,0.10371663,0.14685385,0.27130097,-0.30000633,-0.16416845,-0.16813585,-0.18793148,0.21299285,-0.12382072,0.24168631,0.27528593,0.21457168,-0.15745445,0.1925627,-0.18743056,0.16983046,-0.18263878,-0.16205624,-0.34745097,0.13531893,-0.18076865,-0.12518635,0.05702594,-0.1063867,-0.20796348,-0.06793154,-0.09014469,-0.069605544,-0.4385745,0.1444718,-0.093998335,0.11537511,0.16695386,-0.30085316,0.2557727,0.13811491,-0.12531306,-0.09905414,-0.18741712,-0.044588573,0.33835757,0.17970388,0.08064847,-0.18228431,-0.18087965,0.17772403,-0.092505835,-0.17556031,0.05515432,-0.21695647,-0.05515707,0.18514006,0.14319676,-0.106214225,0.030350288,-0.17160837,0.24223717,0.19929512,0.17001376,-0.15999208,-0.19327642,0.09603801,0.19228604,-0.20467629,0.19010831,0.413507,0.12283359,L59,-1.3596566,-0.32287407
741,L60 Nail disorders,9129.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.054447234,0.09415453,-0.14228462,-0.10861082,0.038831055,0.08543746,-0.052478176,-0.12131778,-0.1699615,-0.08661746,0.2278781,-0.009561762,0.110360116,0.20342618,0.09369333,0.06457185,0.18208086,-0.15104826,0.34655502,0.19163072,0.20150673,-0.14460881,-0.20797889,0.07163849,0.28548092,0.32717827,0.13895316,-0.19539912,0.1207553,0.11778577,0.19687544,0.10024199,0.07609267,0.16946132,-0.2182165,-0.09152609,0.085056975,-0.0039731367,0.10269941,-0.15980212,0.030066328,0.07319569,-0.12845758,0.09621489,-0.14279354,0.08945323,-0.12460533,-0.22979972,-0.16158402,0.19434032,0.07835133,0.0010789932,-0.18730062,0.09968742,0.04815035,0.13004155,-0.16845453,-0.12828267,-0.017406892,-0.13117026,0.10165376,-0.052832525,0.03498754,0.07116771,0.16568452,-0.09802727,0.10625144,-0.16299847,0.08038728,-0.08728256,-0.022158073,-0.24953036,0.07906223,-0.13819718,-0.14674422,0.090183854,-0.019851986,-0.12817559,-0.062457487,-0.12688835,-0.0900979,-0.12135794,0.12888461,-0.07214514,0.06686045,0.11902035,-0.16460516,0.18516204,0.08799424,-0.15626527,-0.20073378,-0.035191018,-0.068040356,0.059005138,0.13463508,0.0908454,-0.111402296,-0.09597277,0.20607232,-0.07233521,-0.06404339,0.11584035,-0.1388256,-0.107811764,0.13275775,0.04099984,-0.10880487,0.042271297,-0.09359847,0.028168561,0.08529671,0.10961377,-0.14688987,-0.13918918,0.052668978,0.106414154,-0.20538099,0.08515251,0.2671146,0.06776356,L60,-3.2875729,0.042213917
742,L62 Nail disorders in diseases classified elsewhere,1.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.2017451,0.30084577,-0.16703318,-0.20199665,0.107263796,0.22350003,-0.11317757,-0.25579652,-0.17175671,-0.23484689,0.1772119,-0.15648843,0.29880416,0.17659202,0.22173204,0.15374382,0.24945135,-0.3158374,0.13669395,0.18728946,0.15121564,-0.13055977,-0.12258701,0.17826399,0.14668792,0.14717023,0.24966837,-0.1936008,0.20306492,0.15641968,0.13442767,0.18708323,0.18558304,0.10465768,-0.20860164,-0.22283807,0.19446374,-0.119656675,0.22167131,-0.2144817,0.16353247,0.22114658,-0.2066972,0.13864993,-0.116387635,0.19429225,-0.22625709,-0.1372305,-0.2032674,0.1964558,0.25420272,-0.12250299,-0.29043284,0.22269303,0.19017872,0.2603011,-0.12461107,-0.21311443,-0.21250053,-0.2608412,0.19228253,-0.21394342,0.13903505,0.19580668,0.28535992,-0.1439791,0.32541662,-0.26777226,0.19689402,-0.20384865,-0.22239684,-0.14125188,0.20226613,-0.26249918,-0.13436654,0.17368123,-0.11062298,-0.25933975,-0.16328897,-0.121297404,-0.19581331,-0.15641959,0.22508976,-0.18985885,0.155426,0.2401173,-0.21577178,0.16093767,0.24507275,-0.20372573,-0.20084466,-0.16836572,-0.13763644,0.22186299,0.23360686,0.2266872,-0.30744573,-0.1860344,0.11489641,-0.19745614,-0.16091082,0.20082687,-0.32312253,-0.218472,0.20554551,0.12214529,-0.1916534,0.19065385,-0.12147947,0.3888189,0.29817528,0.278849,-0.20433189,-0.25882328,0.20796086,0.19771478,-0.24105145,0.22898966,0.16799466,0.19557586,L62,0.7489138,2.3348947
743,L63 Alopecia areata,729.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.1356698,0.23671728,-0.10040798,-0.13032472,0.15842846,0.13627431,-0.052005373,-0.11214424,-0.11221489,-0.16864838,0.12905498,-0.17239507,0.16773574,0.23856422,0.12519746,0.16891266,0.24726693,-0.15093125,0.30219877,0.13648826,0.08364672,-0.05409091,-0.0969072,0.1877936,0.1422573,0.19412552,0.15084001,-0.23907365,0.1560589,0.24683903,0.17839284,0.06219759,0.08159407,0.14072944,-0.21974583,-0.17472927,0.031455357,-0.0047555757,0.17984006,-0.09234101,-0.009681546,0.14948493,-0.25199515,0.1652369,-0.08524086,0.020439476,-0.09926109,-0.19330707,-0.15921566,0.05930425,0.1503744,-0.057306178,-0.18090509,0.083736755,0.058403783,0.18082966,-0.10418443,-0.141933,-0.12333385,-0.1600847,0.09556943,-0.14093831,0.04683794,0.09435363,0.16618088,-0.12000916,0.16681884,-0.1129741,0.17242776,-0.070434816,-0.22620931,-0.03830057,0.053006526,-0.092051566,-0.017577197,0.08802462,-0.023395639,-0.16378832,-0.20486933,-0.21617399,-0.09570149,-0.14303528,0.18643236,-0.12258302,0.10269895,0.23477815,-0.18169308,0.05070497,0.1058548,-0.087787606,-0.09111935,-0.12404212,0.074369244,0.17879051,0.18427405,0.08761683,-0.13499904,-0.20070939,0.03045122,-0.12840866,-0.043469395,0.0724896,-0.18719849,-0.10467337,0.1834512,0.032937992,-0.0674952,0.07873637,-0.057198454,0.091465145,0.14044805,0.2041323,-0.17671387,-0.18085293,0.101633586,0.09334823,-0.13769574,0.16213134,0.203654,0.14426519,L63,-2.5104516,0.46232462
744,L64 Androgenic alopecia,133.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.093115956,0.17177075,-0.3034899,-0.11232778,0.37125498,0.16217898,-0.18638095,-0.16964503,-0.16650593,-0.31005833,0.29971102,-0.07806849,0.18337108,0.43838477,0.13519183,0.34800547,0.58179146,-0.18752831,0.23451532,0.24579644,0.1847055,-0.18690571,-0.11146805,0.40915522,0.32550335,0.17507315,0.17731464,-0.15008631,0.24067584,0.18042633,0.2536313,-0.0029883524,0.22819717,0.46842563,-0.43112665,-0.1879705,0.078062035,0.0034063405,0.33456504,-0.21966887,0.049261425,0.17961054,-0.34838852,0.44791237,-0.15911955,0.15527341,-0.1855543,-0.28756294,-0.3355849,0.10348578,0.1393446,-0.117535256,-0.20280653,0.13755338,-0.018237745,0.14266017,-0.10855394,-0.23155692,-0.13882051,-0.10237344,0.07315064,-0.15227549,0.20544022,0.04145724,0.15892991,-0.29388326,0.14456254,-0.13833824,0.078519456,-0.05786117,-0.14497359,-0.19202667,0.028244643,-0.18828762,-0.2078408,0.15286279,-0.037607733,-0.15733978,-0.3716733,-0.15178876,-0.045751352,-0.27615908,0.20001428,-0.18969834,0.09759915,0.2816588,-0.15052937,0.065177016,0.13159363,-0.18224719,-0.105109766,-0.035819028,0.037722934,0.20502457,0.03834052,0.11165067,-0.096972786,-0.20191866,0.14579259,-0.39214638,-0.01184915,0.20149352,-0.17253925,-0.17234954,0.2084829,0.23313501,-0.023548065,0.42032087,-0.05776137,0.12461327,0.11685867,0.29508382,-0.28702322,-0.16488391,0.026766784,0.13843243,-0.1712171,0.22974077,0.22825836,0.13982686,L64,-2.4353,0.54893064
745,L65 Other nonscarring hair loss,2680.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.17479299,0.17376943,-0.14902674,-0.106872566,0.055329386,0.04565177,-0.1825818,-0.12542228,-0.19299476,-0.10077221,0.15558551,-0.14731836,0.1388032,0.35167685,0.102216356,-0.026609141,0.36604795,-0.13725501,0.48700368,0.18623845,0.21212643,-0.10088282,-0.2226861,0.14382344,0.24937548,0.32519847,0.113552466,-0.10122563,0.1489215,0.1319946,0.17949422,-0.030278292,0.11440153,0.08913795,-0.22744966,-0.09651028,0.06603654,-0.016550666,0.11732438,-0.16691592,0.022223212,0.06165056,-0.1621776,0.28553826,-0.17243652,0.07331977,-0.10981538,-0.23568775,-0.1294433,0.23636599,0.09613105,-0.10759768,-0.16683023,0.119020425,-0.033343017,0.08238321,-0.08910992,-0.25470364,-0.061433505,-0.091526024,0.080437236,-0.04491519,-0.031628557,0.06150149,0.17215157,-0.07654035,0.069174655,-0.12950663,0.10573183,-0.060758233,-0.079265215,-0.12828165,0.08764455,-0.16578445,-0.114131704,0.09963156,0.071405806,-0.15602282,-0.18092926,0.02760757,-0.13577355,-0.18275541,0.24686703,-0.118644714,0.056618493,0.18681335,-0.19208357,0.03943742,0.089241855,-0.1462661,-0.32341436,-0.21465562,0.06139925,0.11183642,0.19125067,0.14281358,-0.06921777,-0.13369644,0.10130287,-0.17999798,-0.06505105,0.40439072,-0.14362773,-0.21263036,0.13203327,0.05844723,-0.15714648,0.20555586,-0.08838129,0.07523909,0.011108572,0.1989286,-0.17623462,-0.17428395,0.10702925,0.16330945,-0.18047157,0.10952528,0.2818535,0.10422588,L65,-2.7899947,0.098623276
746,L66 Cicatricial alopecia [scarring hair loss],185.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.3145954,0.1572311,-0.16735096,-0.14134277,0.056395356,0.15798058,-0.17675385,-0.122000016,-0.17079407,-0.08638675,0.15252976,0.06563425,0.16176179,0.20367278,0.17212304,0.35977942,0.18687536,-0.2209353,0.06763418,0.18454725,0.039349232,-0.08047076,0.0008243693,0.28999606,0.07593195,0.027971234,0.19735405,-0.040380713,0.17517911,0.09974747,-0.038828634,0.06822029,0.07402096,0.10218556,-0.32212013,-0.07798852,0.16280209,-0.11262754,0.16349976,-0.16284017,0.12118994,0.18882792,-0.19850345,0.3453504,-0.16891101,0.22589017,-0.1473743,-0.23769715,-0.146086,0.18310885,0.17927656,-0.14300351,-0.19651377,0.14134665,0.05497549,0.22256626,-0.24836922,-0.25647154,-0.15109533,-0.23330674,0.18913595,-0.21872428,0.07366502,0.10110735,0.13161142,-0.30625457,0.19986615,-0.170203,0.1614939,-0.13795659,-0.22087204,-0.13604896,0.050267432,-0.1859897,-0.12587908,0.061919004,-0.1785661,-0.14727825,-0.19101872,0.056071103,-0.15126234,-0.15562497,0.04246996,-0.3379325,0.12015861,0.21452841,-0.19367237,0.16532007,0.028116703,-0.023331108,-0.19426554,-0.19677344,0.024222039,0.29866368,0.18794402,0.21239166,-0.17313491,-0.09885754,0.109771244,-0.13449442,-0.121319324,0.20817247,-0.20952712,-0.016225532,0.0922203,0.023520615,-0.1394135,0.242286,-0.12222148,0.19920972,0.14645004,0.17127128,-0.12338328,-0.22855969,0.074936,0.07110166,-0.13986267,0.18451375,0.139397,0.024838047,L66,-0.3187363,1.9951515
