index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,icd3,umap_x,umap_y
747,L67 Hair colour and hair shaft abnormalities,29.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.1360547,0.21849118,-0.1347235,-0.2203109,0.23832272,0.12117498,-0.15427816,-0.27674428,-0.10888835,-0.1784713,0.11091511,-0.15690099,0.20233698,0.3152033,0.20687395,0.34555364,0.45700666,-0.19648837,0.3911798,0.19116272,0.118150406,-0.17410833,-0.32136133,0.49799252,0.24452238,0.30030215,0.19255264,-0.24709848,0.2998806,0.3065787,0.42114317,-7.875717e-05,0.23495798,0.3206743,-0.4051687,-0.14834157,0.075432464,-0.028448815,0.32860345,-0.18247576,0.10004682,0.10859765,-0.4635047,0.41771868,-0.19485712,0.26217636,-0.1394149,-0.28202376,-0.29560074,0.12026271,0.19192934,-0.08552138,-0.21428609,0.15504043,0.04631585,0.17487144,-0.1186783,-0.19948463,-0.14949578,-0.17651504,0.10707814,-0.20364815,0.15744698,0.10209139,0.19373104,-0.13778071,0.1601432,-0.14919811,0.17123704,-0.14089642,-0.18052882,-0.05340586,0.039160326,-0.19727314,-0.16110404,0.16605072,-0.030694013,-0.13951267,-0.15139824,-0.18011679,-0.10711814,-0.24329673,0.11565276,-0.21395415,0.09307411,0.3089339,-0.19064792,0.01154402,0.1303087,-0.22337446,-0.073656596,-0.05652035,-0.011090392,0.14876202,0.06647262,0.113006905,-0.15280002,-0.25853556,0.019979108,-0.4463266,-0.09085744,0.153281,-0.21437769,-0.24558711,0.19868636,0.3277411,-0.11537797,0.3352555,-0.4084621,0.16729963,0.11859823,0.32437915,-0.26432714,-0.2260142,0.058936488,0.11013264,-0.20069559,0.2062477,0.2842353,0.13773656,L67,-2.4310296,0.590616
748,L68 Hypertrichosis,430.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.08313017,0.22734639,-0.20247889,-0.1220365,0.20614782,0.1019775,-0.053400837,-0.19013155,-0.13605855,-0.14757204,0.134445,-0.17154463,0.14227834,0.32366863,0.14242177,0.27802476,0.42140576,-0.15259944,0.27702326,0.15610495,0.16874054,-0.19598669,-0.3521889,0.24295336,0.089537896,0.14843796,0.16022727,-0.19882235,0.22401595,0.33505008,0.18079454,0.030409368,0.3282972,0.44767502,-0.32733732,-0.041728046,0.05024099,-0.026197745,0.17821407,-0.19263598,0.13486885,0.04605998,-0.28048682,0.25281513,-0.08982638,0.17143525,-0.14455244,-0.24293016,-0.22351372,0.08473308,0.1575498,-0.1408965,-0.18495624,0.10079546,0.023426704,0.11858787,-0.03971873,-0.27750486,-0.08976075,-0.119182125,0.26261494,-0.17051017,0.061589707,0.031121448,0.15419959,-0.18748379,0.099339634,-0.13412829,0.13891068,-0.08380688,-0.098703794,-0.16719194,0.07165376,-0.14928688,-0.07191666,0.12372865,-0.05483289,-0.07515597,-0.13888393,-0.1628414,-0.11207116,-0.23383462,0.14254694,-0.28259715,0.0904576,0.22450511,-0.14382666,0.076301195,0.108388394,-0.40271872,-0.108544946,-0.07132268,-0.08153936,0.26295334,0.12774746,0.16174465,-0.11949314,-0.18898745,0.030573243,-0.28065795,-0.11504466,0.28958756,-0.15922606,-0.14438275,0.14391275,0.23580708,-0.050505467,0.34679237,-0.09539781,0.08906182,0.048382804,0.2562605,-0.23131408,-0.19605237,0.109939694,0.10390259,-0.17451902,0.15899359,0.28073677,0.12260036,L68,-2.3614006,0.49123812
749,L70 Acne,4624.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.11187473,0.1633583,-0.1462738,-0.16921495,0.0044082007,0.20394287,0.084037036,-0.14582403,-0.08947034,-0.08927058,0.0788248,-0.25768787,0.1238069,0.18049361,0.15518445,0.108025536,0.21240562,-0.13201827,0.5365193,0.30080417,0.15467386,-0.18407403,-0.21241465,0.018058743,0.32720274,0.20943561,0.1834331,-0.075798504,0.10528183,0.06443509,0.08724125,0.027705291,0.065653324,0.0064609093,-0.225965,-0.11656234,0.09663246,0.15085767,0.26497048,-0.19725956,-0.029947842,0.17978615,-0.16107823,0.13325426,-0.07965674,0.10273163,-0.11555257,-0.25553828,-0.13310954,0.033817373,0.15001783,0.13065916,-0.17407191,0.13465914,-0.04296898,0.1711224,-0.09407625,-0.043336604,-0.064514615,-0.19195522,0.062404007,-0.03497094,-0.011686806,0.11491257,0.15807125,-0.032785583,0.14770156,-0.10387426,0.19328958,-0.13050309,-0.15736163,-0.25659117,0.024449397,-0.17014602,-0.2032559,0.1702735,0.015660493,-0.17051867,-0.25925428,-0.11571915,-0.06455642,-0.1244706,0.18661328,-0.056765687,0.0128689,0.20844857,-0.1290609,0.016105387,0.07912661,-0.082229145,-0.14840646,-0.06511914,0.10839427,0.19631368,0.08727644,0.18852176,-0.15142047,-0.18750344,0.11758607,-0.19670929,-0.08176759,0.16855717,-0.19064893,-0.07151772,0.10344669,0.083847836,-0.16340014,0.044361006,-0.15665211,0.12628925,0.08874514,0.19565505,-0.13432644,-0.1137226,-0.01167406,0.14196593,-0.19127408,0.10668741,0.19380638,0.13024311,L70,-2.8962288,0.4711275
750,L71 Rosacea,4780.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.105066635,0.15435575,-0.14480187,-0.11868562,0.030600816,0.14538053,-0.106314816,-0.102125436,-0.15985642,-0.1125532,0.13872868,0.0032815514,0.10310198,0.14885251,0.07596876,0.19399196,0.19798471,-0.13399206,0.28709564,0.2372286,0.18184866,-0.064811744,-0.0030856135,0.18799525,0.2735981,0.20058054,0.14143616,-0.20151629,0.09539154,0.21093117,0.13745257,0.09256416,0.047729865,0.03093064,-0.19532032,-0.13670172,0.033513088,0.018779226,0.09472755,-0.14234003,0.035779208,0.17453985,-0.15794314,0.2432764,-0.23068334,0.0664251,-0.11102453,-0.2648324,-0.076481596,0.18603826,0.059411548,-0.0052221566,-0.17348419,0.047322955,0.05007862,0.09033273,-0.29697585,-0.1465487,-0.09975527,-0.1283761,0.07305299,-0.068110734,0.090790294,0.11744854,0.14774135,-0.08781452,0.15007539,-0.1275997,0.10083962,-0.066824906,-0.11223169,-0.07652091,0.056611877,-0.16028881,0.005541734,0.17171836,-0.126801,-0.12048659,-0.1471191,-0.20374443,-0.15672086,-0.09637494,0.10124067,-0.12945503,0.14330225,0.12343753,-0.102222934,0.11486883,0.12034971,-0.13220085,-0.15082596,-0.10191761,0.06878942,0.051055707,0.13992184,0.14742969,-0.12827107,-0.0811539,0.16666721,-0.14409924,-0.011240495,0.10495612,-0.1707718,-0.12340004,0.06108629,0.16315527,-0.13694221,0.056680806,-0.14269185,0.12534754,0.088617444,0.070881695,-0.108313255,-0.063507505,0.077784106,0.13926086,-0.16366667,0.06898858,0.12290225,0.074683644,L71,-3.0217671,-0.5107765
751,L72 Follicular cysts of skin and subcutaneous tissue,12753.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.11428514,0.121738754,-0.12302495,-0.125186,0.17610705,0.090920374,-0.106882244,-0.079809405,-0.11415315,-0.13074358,0.068171024,0.049341552,0.14635651,0.049891856,0.08775999,0.22310497,0.16542895,-0.14839727,0.16714779,0.094271764,0.24640998,-0.04527572,-0.049279112,0.17644073,0.2707519,0.2277228,0.11956652,-0.22744797,0.0605956,0.15304501,0.14085169,0.004544278,0.07867002,0.15698203,-0.20770994,-0.12008198,0.04519371,-0.10816662,0.093250014,-0.16564715,0.06318524,0.15173177,-0.14549884,0.07833286,-0.23755407,0.08388435,-0.06272601,-0.1480211,-0.07572508,0.21643674,0.0858113,-0.099154875,-0.1701031,0.09861786,0.112463035,0.1193914,-0.267298,-0.11396269,-0.0719746,-0.1356833,0.0376478,-0.13984267,0.17253603,0.04602354,0.14718734,-0.17345105,0.1753462,-0.1295126,0.1265272,-0.069932796,-0.10627814,-0.33018464,0.07877432,-0.11126493,-0.07973835,0.13607085,-0.105385624,-0.09991709,-0.083137065,-0.22325675,-0.078644,-0.09007694,0.0987346,-0.11623764,0.17295839,0.15279977,-0.10891795,0.10812054,0.06977137,-0.07519542,-0.11791624,-0.118861146,-0.10567828,0.06818022,0.13397174,0.076352574,-0.093772076,-0.0867872,0.17285419,-0.095594965,-0.017221605,0.11166492,-0.1327268,-0.119572185,0.06523663,0.12623478,-0.06635922,0.011903083,-0.061102845,0.055692453,0.11711734,0.1065311,-0.19273601,-0.09272573,0.041281197,0.085995376,-0.08338327,0.12747897,0.23415966,0.017689629,L72,-2.357297,-0.60560036
752,L73 Other follicular disorders,3035.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.08782001,0.14189507,-0.21775009,-0.08216138,0.08515625,0.09367798,-0.13975425,-0.16092561,-0.15858957,-0.20029038,0.26086006,-0.00040551432,0.114365466,0.14675839,0.15583742,0.11453939,0.21215633,-0.17064136,0.23458263,0.15269046,0.3105975,-0.2578746,-0.13659093,0.1648311,0.21307035,0.25526035,0.16044678,-0.054976244,0.04123188,0.092034906,0.32355705,0.15364082,0.07887403,0.19549803,-0.1819397,-0.15326647,0.048946418,0.021968164,0.145138,-0.18586062,0.12975468,0.0635734,-0.18667383,0.10203927,-0.20821011,0.08245934,-0.03807296,-0.2119919,-0.120387,0.14269927,0.13376719,0.05170141,-0.18657275,0.07316058,0.045335364,0.12638985,-0.25048652,-0.2345235,-0.11547756,-0.061644007,0.11174801,-0.10547139,0.17752847,-0.012262342,0.18660259,-0.09828834,0.14246902,-0.13201138,0.10033238,-0.10986472,-0.06458393,-0.10140562,0.16080323,-0.19180192,-0.13932405,0.17369288,-0.028739681,-0.1397979,-0.06662728,-0.10991962,-0.119918175,-0.21051809,0.21462907,-0.04855064,0.08860263,0.13976072,-0.10299578,0.05201838,0.1970148,-0.18981972,-0.09215429,-0.08193325,-0.087003514,0.06956894,0.09592898,0.10428797,-0.08733447,-0.14282617,0.28150943,-0.14872158,-0.06355181,0.055592496,-0.1302554,-0.13353655,0.12611254,0.19381914,-0.07690238,0.09453064,-0.144058,0.08996794,0.08218621,0.17058878,-0.1628284,-0.1691716,0.089149624,0.10294419,-0.16473152,0.1279613,0.28264558,0.13271926,L73,-2.7695055,-0.56181717
753,L74 Eccrine sweat disorders,907.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.033822954,0.13717708,-0.25235564,-0.09438683,0.23637696,0.08882897,-0.16051748,-0.08936804,-0.15972584,-0.15806472,0.2601668,-0.065396555,0.094048515,0.27611572,0.11690607,0.37625244,0.28828114,-0.16299596,0.36231497,0.24068788,0.3478569,-0.17988503,-0.29342732,0.3037321,0.39613354,0.37414172,0.1957548,-0.12739865,0.1478309,0.33734736,0.385725,0.11991637,0.038088582,0.18002577,-0.18529023,-0.11121579,0.018121561,0.021106282,0.08580616,-0.17229144,0.25157917,0.10681332,-0.12849037,0.22640952,-0.27461162,0.061370093,-0.08892591,-0.41682974,-0.12023635,0.13774002,0.095665,-0.21546654,-0.20056264,0.07585946,0.0063402085,0.060194936,-0.33229944,-0.22465692,-0.0925931,-0.14746158,0.22540405,-0.051094506,0.19572054,0.10688634,0.25933728,-0.17331767,0.11848126,-0.14166999,0.12948823,-0.0770398,-0.092267856,-0.18254285,0.1023949,-0.18165316,-0.24904254,0.10837513,0.0008704412,-0.16177537,-0.20068559,-0.24273755,-0.09883423,-0.3397372,0.16173561,-0.029586596,0.142929,0.13548894,-0.22415496,0.10188283,0.0717895,-0.19134988,-0.1336683,-0.14937569,-0.16860496,0.17415103,0.106674,0.09653223,-0.1281739,-0.07641845,0.31053734,-0.12376384,-0.030359864,0.11653742,-0.13096352,-0.06293372,0.07446162,0.21909843,-0.04480145,0.077947214,-0.086992994,0.07769651,0.09203161,0.1262341,-0.24158044,-0.14726269,-0.017055029,0.090151,-0.23009141,0.10672021,0.47957945,0.017803876,L74,-3.3304992,-0.15094185
754,L75 Apocrine sweat disorders,12.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.17937605,0.28436434,-0.15959343,-0.2806593,0.15933086,0.2131054,-0.14339589,-0.21332464,-0.15246744,-0.21094666,0.19592842,-0.16707592,0.31499642,0.1513226,0.26746863,0.12489936,0.24854587,-0.32370654,0.11551327,0.23296958,0.15428255,-0.16717623,-0.07889674,0.16013403,0.123946585,0.13331626,0.23643099,-0.19713575,0.227827,0.13488871,0.1453417,0.13777731,0.110670656,0.10429588,-0.18279979,-0.24174686,0.16162585,-0.1705209,0.17094365,-0.25204745,0.15293261,0.21138819,-0.23089413,0.17287411,-0.12721397,0.24950597,-0.24107891,-0.19067842,-0.23471898,0.17594774,0.23856522,-0.1113512,-0.3138179,0.24247093,0.1393013,0.20280188,-0.14973728,-0.2185633,-0.21406612,-0.23381416,0.18085583,-0.20142385,0.14707232,0.1656081,0.28620508,-0.1166494,0.31738824,-0.2835665,0.21879998,-0.19617411,-0.21888258,-0.089755036,0.21097887,-0.25639528,-0.16644631,0.16940083,-0.14151311,-0.21279877,-0.15677601,-0.0870645,-0.17922248,-0.12511311,0.21358135,-0.16156816,0.15232703,0.22520493,-0.22392857,0.1634834,0.22968136,-0.23282596,-0.1764063,-0.19599387,-0.10808558,0.16192032,0.20315684,0.21613829,-0.2878755,-0.2006788,0.13583267,-0.21296868,-0.16639224,0.16102576,-0.33954957,-0.19811602,0.23119164,0.12038649,-0.20292886,0.15913503,-0.13032576,0.35635313,0.26082766,0.2525208,-0.23057406,-0.27561617,0.19077545,0.19463992,-0.21593,0.31617448,0.18636613,0.20630246,L75,2.0696702,2.8846269
755,L80 Vitiligo,941.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.22383268,0.15403704,-0.16657947,-0.16330679,0.10355823,0.09327234,-0.009089234,-0.15134542,-0.109874226,-0.056945853,0.18642627,-0.023611479,0.08961616,0.34161747,0.13560702,0.16448413,0.19138978,-0.16923492,0.3451691,0.12121343,0.1596918,-0.087279156,-0.1626461,0.12799555,0.2948602,0.17062593,0.19215241,-0.078574106,0.14776345,0.18561421,0.12970844,0.023080094,-0.09106393,0.07841454,-0.22931162,-0.13245498,0.06560232,0.031202871,0.038063016,-0.1511994,0.01969727,0.16617957,-0.19460797,0.15447496,0.008356993,0.12806474,-0.17919129,-0.27176306,-0.10947154,0.050232496,0.13165158,-0.020867335,-0.21860132,0.23258685,-0.022466686,0.17484072,-0.014375127,-0.15745403,-0.05169021,-0.21969293,0.16680011,-0.05108556,0.022975188,0.21465886,0.25731763,-0.1041096,0.19376825,-0.18810941,0.18276422,-0.16387871,-0.16208024,-0.3521465,0.06498622,-0.15848826,-0.1502784,0.076431975,0.080111235,-0.1513189,-0.10104973,-0.079946004,-0.044759456,-0.09059017,0.10156941,-0.12865031,0.017023759,0.22613914,-0.22828029,0.1270753,-0.018969996,-0.12420176,-0.2262879,-0.1176647,0.122543715,0.09908809,0.12696716,0.15129964,-0.1594769,-0.094140336,0.15001458,-0.09717081,-0.1219216,0.2069406,-0.2091972,0.0030815932,0.11196285,0.004982629,-0.09813762,0.0726608,-0.08318762,0.1545904,0.1844663,0.15675545,-0.21935588,-0.17318313,0.00035047295,0.0677133,-0.2433986,0.16956061,0.27522206,0.092901446,L80,-2.6327322,0.16867876
756,L81 Other disorders of pigmentation,3784.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.15929918,0.123949215,-0.12913296,-0.08286923,0.054242168,0.091789685,-0.07852107,-0.07614115,-0.12341119,-0.094278775,0.10601765,-0.053570297,0.12788711,0.16546348,0.15701874,0.19139329,0.17343114,-0.24072485,0.39269984,0.114120655,0.1990137,-0.1254097,-0.11925738,0.17504115,0.21634318,0.29890707,0.1483285,-0.19117497,0.040784124,0.13465708,0.20487781,0.018021239,0.09157953,0.15804099,-0.18089129,-0.06583154,0.099151485,0.019259535,0.123237126,-0.11992294,0.03569725,0.12521982,-0.13576618,0.24855453,-0.29370332,0.084078625,-0.11148307,-0.20392983,-0.09638732,0.13245893,0.0932402,-0.10650321,-0.17631184,0.12407803,0.06458548,0.12972616,-0.17351604,-0.21951297,-0.03843435,-0.11535744,0.05771962,-0.07676241,0.1876949,0.09427863,0.1846356,-0.1691724,0.11528965,-0.18071079,0.1001065,-0.11268737,-0.082569934,-0.23416233,0.07322463,-0.1542864,-0.06252413,0.109183304,-0.045506913,-0.16462664,-0.12603767,-0.113025196,-0.1304655,-0.25767845,0.09263052,-0.15768763,0.05487447,0.10565054,-0.1457208,0.09880014,0.053993057,-0.048608188,-0.24944974,-0.09591151,0.057636235,0.1343107,0.15250503,0.091774926,-0.12152767,-0.19151697,0.08359088,-0.09286718,-0.08460009,0.11047619,-0.15839633,-0.056662135,0.17954756,0.1301325,-0.072680004,0.106002,-0.08298082,0.11303739,0.08959446,0.08564753,-0.07555866,-0.12540065,0.08200851,0.13832538,-0.17529748,0.11556833,0.17512979,0.049706616,L81,-3.107054,-0.5213771
757,L82 Seborrhoeic keratosis,24615.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.124527484,0.10254498,-0.1067842,-0.07166082,0.05273847,0.055533044,-0.06700279,-0.05585329,-0.14678021,-0.063286476,0.2461822,0.03392232,0.040327717,0.20446444,0.08139601,0.41744977,0.2186066,-0.15830043,0.30635884,0.14062464,0.26156667,-0.10574175,-0.11485027,0.31175533,0.1595459,0.28438136,0.12657855,-0.18002284,0.12901324,0.15001245,0.23419365,0.06854216,0.08456954,0.21119629,-0.20201947,-0.07706707,0.015652983,-0.041074228,0.061338324,-0.104423046,0.022490613,0.090973414,-0.16060908,0.26670915,-0.25708547,0.03461168,-0.06630666,-0.27106708,-0.08923639,0.12388706,0.056147434,-0.017314862,-0.16840592,0.0921238,0.08504597,0.09102957,-0.2216906,-0.20325406,-0.0739096,-0.12847276,0.16988862,-0.057416536,0.07605705,0.103474155,0.1648101,-0.13177377,0.10848269,-0.098476306,0.084824376,-0.07077739,-0.092432275,-0.27201453,0.033054855,-0.09411742,-0.09878543,0.078805774,-0.09195333,-0.08662813,-0.13407777,-0.15517138,-0.06779288,-0.20114413,0.024914375,-0.13768095,0.08905288,0.1164,-0.15385035,0.22383747,0.03379624,-0.16204384,-0.09265144,-0.14704736,-0.013156489,0.13421562,0.15213628,0.04343466,-0.10468619,-0.053771757,0.25502342,-0.04275952,-0.05448674,0.099984,-0.09190635,-0.034324814,0.08148655,0.16065931,-0.055405535,0.08148636,-0.11367358,0.02843014,0.13545051,0.11136216,-0.18021993,-0.09596947,0.037909523,0.030982096,-0.16684449,0.07221098,0.26958585,0.03005762,L82,-3.0661883,-0.6135521
758,L83 Acanthosis nigricans,160.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.10569017,0.18334521,-0.35688463,-0.15001279,0.27687135,0.31774274,-0.05077113,-0.08285062,-0.027633904,-0.2850194,0.12714893,-0.24736139,0.18418445,0.17702742,0.15048622,0.1808911,0.1212995,-0.09671844,0.34555578,0.22592182,0.35697734,-0.53406537,-0.23933649,0.25612968,0.32230213,0.3530922,0.1842461,-0.18780118,0.08322757,0.19014345,0.46846527,0.3769841,0.07372505,0.35727286,-0.12382543,-0.47898516,0.0054020444,-0.13495982,0.14825226,-0.29832554,0.10452256,0.27294165,-0.120730884,0.09461332,-0.29868248,0.096888304,-0.16355218,-0.14426094,-0.110287316,0.07354082,0.15524586,-0.22143273,-0.15651374,0.3764841,0.2459874,0.08008906,-0.30690444,-0.045893762,-0.19733934,-0.072453864,-0.00043763986,-0.09301268,0.28528672,0.09664028,0.121744856,-0.08439619,0.17594321,-0.10237642,0.07261226,-0.1483098,-0.13262044,-0.20296445,0.151315,-0.15741143,-0.19059585,0.34438285,-0.17089142,-0.065611966,-0.2736817,-0.39123997,-0.13295296,-0.2576736,0.2569554,0.011062291,0.13220376,0.18541862,-0.09599597,0.11864684,0.5495416,-0.1692114,-0.023950277,-0.008871961,-0.2560094,0.059450883,0.055911127,0.15144037,-0.19394591,-0.1798957,0.32479703,-0.17877187,-0.043371495,0.17002068,-0.12632592,-0.36739397,0.12232745,0.42369008,-0.28428677,0.13844253,-0.15784536,0.26309156,0.20557828,0.115386754,-0.28102484,-0.106632665,0.0839869,0.10386673,-0.15128535,0.11358091,0.15547842,0.40543407,L83,-2.1985018,-0.7010064
759,L84 Corns and callosities,3086.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.09650871,0.10574503,-0.25237346,-0.11091795,0.181711,0.089786015,-0.1713626,-0.1034541,-0.15408137,-0.10721039,0.06415001,-0.016235838,0.105203114,0.18247022,0.107266076,0.12846102,0.21214482,-0.1483197,0.40017363,0.17898534,0.3325613,-0.2120313,-0.2642562,0.24246201,0.307428,0.32541496,0.12101361,-0.09235286,0.11790754,0.2446099,0.39454544,0.07231347,0.1582409,0.17440213,-0.22317196,-0.12799245,0.03648544,-0.041605484,0.082837805,-0.15318026,0.010711192,0.016342279,-0.15462479,0.14642134,-0.29642466,0.11216598,-0.11893188,-0.33962998,-0.032770213,0.16105554,0.10951518,-0.053869285,-0.18173316,0.06854483,-0.005509041,0.12997417,-0.25947976,-0.22183165,-0.06971638,-0.12846388,0.09857192,-0.018592905,0.2634985,0.0870522,0.15819211,-0.1616016,0.14284885,-0.15410765,0.13925867,-0.11089914,-0.09147224,-0.10614731,0.07174183,-0.124622785,-0.2716567,0.10773228,-0.0034221536,-0.1445759,-0.07447478,-0.064176664,-0.14879812,-0.1567033,0.11767194,-0.09984899,-0.02941857,0.13850991,-0.19213703,0.1005315,0.106379196,-0.23110369,-0.14605536,-0.1574495,-0.05368602,0.12042382,0.15023416,0.08782674,-0.119617045,-0.1589523,0.23338084,-0.0562627,-0.106258854,0.1317879,-0.10688024,-0.056561064,0.17976065,0.16011968,-0.08737359,0.070665315,-0.11064826,0.091348246,0.14124697,0.13194568,-0.22143053,-0.16567196,0.046926394,0.13709949,-0.17145066,0.06795845,0.28952792,0.09353592,L84,-3.4345598,0.011744976
760,L85 Other epidermal thickening,3017.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.10722132,0.06665478,-0.14217195,-0.15984842,0.08181584,0.13723809,0.0052589476,-0.11595659,-0.09862167,-0.009561603,0.21529445,0.028024035,0.072112,0.20258498,0.1451286,0.32142323,0.16499664,-0.17440808,0.35666424,0.16207133,0.16255426,-0.11023566,-0.18653873,0.22090632,0.22846194,0.31020868,0.14809683,-0.14635812,0.07937393,0.11375184,0.2746971,0.14372973,0.09029196,0.12949613,-0.17174637,-0.010381286,0.09292073,0.0102711115,0.09086142,-0.11751782,0.13678272,0.05108945,-0.14892273,0.16453199,-0.20205663,0.06810345,-0.12930669,-0.28238958,-0.066241466,0.23990917,0.11961799,-0.062107567,-0.19748071,0.102003194,0.090952836,0.17153013,-0.16562665,-0.1875649,-0.031133818,-0.14472832,0.07420355,-0.06563421,0.16598459,0.19773476,0.16842528,-0.17584577,0.12680924,-0.19401874,0.13062833,-0.14116019,-0.079955086,-0.22546686,0.07817242,-0.17528206,-0.19802724,0.08223221,-0.086692534,-0.082777694,-0.015075943,-0.2901722,-0.13976406,-0.20707734,0.08043575,-0.111296594,0.13654383,0.11665905,-0.1624459,0.21276721,0.02112387,-0.13471974,-0.27157223,-0.03901763,-0.06710282,0.042145126,0.17941996,0.09389133,-0.10641532,-0.13601756,0.1869953,-0.07146324,-0.11023716,0.097131535,-0.15277411,-0.0508447,0.13346733,0.161638,-0.1337198,0.06518482,-0.10389016,0.123145,0.089332975,0.10692323,-0.14523901,-0.11693158,0.12735926,0.0020142954,-0.21747716,0.100247,0.2817683,0.016450634,L85,-3.1748693,-0.6224761
761,L86 Keratoderma in diseases classified elsewhere,,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94,0.2093333,0.30861133,-0.116117984,-0.25304702,0.14551777,0.22848813,-0.15545234,-0.26162514,-0.12636772,-0.2133455,0.15859395,-0.106604286,0.29811975,0.16370773,0.24475026,0.16596381,0.23292255,-0.333536,0.14624567,0.21645802,0.111958764,-0.14316458,-0.12470711,0.14240184,0.12157632,0.14261462,0.30526432,-0.16543041,0.18202442,0.123060465,0.14521666,0.14994654,0.14540415,0.12475281,-0.19343832,-0.20268197,0.19118217,-0.11084373,0.20768553,-0.2496985,0.13639279,0.20342588,-0.23362182,0.1332398,-0.15058604,0.2069672,-0.30866504,-0.12861437,-0.1629017,0.18825755,0.2637723,-0.08948184,-0.28706408,0.25902405,0.14810224,0.2494894,-0.12682444,-0.23750581,-0.20816821,-0.234347,0.14869998,-0.19621073,0.14115831,0.22134155,0.28757885,-0.13332352,0.28788683,-0.2858299,0.22505613,-0.25576004,-0.24283442,-0.1493643,0.19922331,-0.2390881,-0.13366012,0.19614857,-0.170276,-0.22703342,-0.16631867,-0.13145527,-0.21453205,-0.16210753,0.2210832,-0.1772474,0.17590982,0.19821781,-0.21770857,0.17034395,0.17448905,-0.19744192,-0.20600605,-0.16353221,-0.11860583,0.22364199,0.1534468,0.24381682,-0.25871074,-0.17301093,0.1481493,-0.19779377,-0.16523449,0.18291181,-0.32579318,-0.20500083,0.2064835,0.13488723,-0.22184183,0.16148847,-0.13940997,0.40324676,0.25972223,0.2514486,-0.19175641,-0.26715454,0.19423132,0.18331282,-0.20457481,0.2601394,0.1789607,0.19570343,L86,1.3517587,2.65233
